Rank,Name,Team,Position,Played,SnapsPlayed,SnapsPerGame,SnapsPlayedPercentage,RushSnapPercentage,TargetSnapPercentage,TouchSnapPercentage,IntendedTouchSnapPercentage,FantasyPoints,FantasyPointSnapPercentage
37,Chris Ivory,BUF,RB,6,126,21,33.3,40.5,5.6,44.4,46,29.3,23.3
38,Tevin Coleman,ATL,RB,6,235,39.2,57.3,30.2,6.8,35.7,37,54.5,23.2
39,Alfred Morris,SF,RB,6,147,24.5,35.6,42.2,6.8,46.3,49,33.4,22.7
39,Ty Montgomery,GB,RB,6,144,24,33.2,16.7,14.6,26.4,31.2,32.7,22.7
41,Javorius Allen,BAL,RB,6,223,37.2,46.8,15.7,13.5,26.5,29.1,46.6,20.9
42,Kenyan Drake,MIA,RB,6,223,37.2,62.5,23.3,13.9,32.7,37.2,45.5,20.4
43,Leonard Fournette,JAX,RB,2,45,22.5,32.1,44.4,8.9,53.3,53.3,9,20
44,Christian McCaffrey,CAR,RB,5,316,63.2,95.2,22.5,12.7,33.2,35.1,62.7,19.8
45,Jalen Richard,OAK,RB,6,149,24.8,35.6,7.4,24.8,28.2,32.2,28.5,19.1
46,Nyheim Hines,IND,RB,6,252,42,56.8,14.3,15.1,26.6,29.4,47.8,19
47,Derrick Henry,TEN,RB,6,139,23.2,38.7,51.8,4.3,55.4,56.8,26.02,18.7
48,Latavius Murray,MIN,RB,6,220,36.7,52.8,24.5,5.9,29.1,30.5,40.4,18.4
49,Jordan Howard,CHI,RB,5,213,42.6,62.5,36.6,6.1,41.3,42.7,39,18.3
49,Alfred Blue,HOU,RB,6,187,31.2,42.9,29.9,8,35.8,38,34.2,18.3
51,LeSean McCoy,BUF,RB,5,193,38.6,62.1,31.6,10.9,38.3,42.5,32.8,17
52,Peyton Barber,TB,RB,5,200,40,61.2,31.5,5,34.5,36.5,32.7,16.4
53,Dion Lewis,TEN,RB,6,226,37.7,63,26.5,11.9,36.7,38.5,36.1,16
54,Duke Johnson,CLE,RB,6,198,33,42.7,9.6,11.1,16.7,20.7,31.5,15.9
55,Lamar Miller,HOU,RB,5,247,49.4,56.7,29.6,5.3,33.6,34.8,39,15.8
56,Jamaal Williams,GB,RB,6,202,33.7,46.5,29.2,7.9,33.2,37.1,30.1,14.9
57,Dalvin Cook,MIN,RB,3,125,41.7,57.3,28.8,9.6,36,38.4,18.5,14.8
58,Jordan Wilkins,IND,RB,6,136,22.7,30.6,32.4,7.4,39,39.7,18.9,13.9
59,Devonta Freeman,ATL,RB,2,67,33.5,32.7,20.9,10.4,28.4,31.3,9.1,13.6
60,Marcus Murphy,BUF,RB,3,62,20.7,32.1,27.4,12.9,30.6,40.3,7.8,12.6
61,Theo Riddick,DET,RB,5,134,26.8,39.8,6,22.4,23.1,28.4,16.8,12.5
62,Darren Sproles,PHI,RB,1,29,29,19.2,17.2,24.1,31,41.4,3.2,11
63,Kyle Juszczyk,SF,FB,6,263,43.8,63.7,0.4,8.7,6.8,9.1,27.9,10.6
64,James Develin,NE,RB,6,144,24,35,0,6.2,4.2,6.2,2.5,1.7
