Rank,Name,Team,Position,Played,SnapsPlayed,SnapsPerGame,SnapsPlayedPercentage,RushSnapPercentage,TargetSnapPercentage,TouchSnapPercentage,IntendedTouchSnapPercentage,FantasyPoints,FantasyPointSnapPercentage
63,TJ Yeldon,JAX,RB,15,576,38.4,51.8,22.6,11.8,31.2,34.4,87.7,15.2
64,James Starks,GB,RB,9,265,29.4,24.4,23.8,9.4,30.9,33.2,39.9,15.1
65,Byron Marshall,PHI,RB,3,75,25,34.2,25.3,6.7,29.3,32,7.4,9.9
66,Kyle Juszczyk,BAL,FB,16,463,28.9,40.8,1.1,10.6,9.1,11.7,36.8,7.9
67,Mike Tolbert,CAR,FB,16,323,20.2,29.2,10.8,4.6,13.9,15.5,24.6,7.6
68,Adrian Peterson,MIN,RB,3,84,28,8,44,7.1,47.6,51.2,6,7.1
69,Andy Janovich,DEN,FB,11,235,21.4,21.8,1.7,3,3.8,4.7,13.7,5.8
70,Patrick DiMarco,ATL,FB,16,324,20.2,31.2,0,3.1,2.2,3.1,11.2,3.5
71,Jerome Felton,BUF,FB,15,324,21.6,31.9,2.5,2.8,4.3,5.2,7,2.2
72,James Develin,NE,RB,16,351,21.9,31.3,0,1.7,0.9,1.7,1.8,0.5
