,Rank,Name,Team,Position,Played,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,ReceivingTargets,Receptions,ReceivingYards,ReceivingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGame,FantasyPoints
162,158,Alex Armah,CAR,RB,9,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0
163,158,Marquez Williams,CLE,FB,1,0,0,0.0,0,1,0,0,0,0,0,0.0,0.0
164,158,Taquan Mizzell,CHI,RB,3,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0
165,158,Shane Smith,NYG,FB,11,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0
166,158,Elijah Hood,OAK,RB,1,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0
167,158,Terrence Magee,ATL,RB,2,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0
168,158,Jeremy McNichols,SF,RB,2,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0
169,158,Jarveon Williams,CIN,RB,1,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0
170,158,Dare Ogunbowale,WAS,RB,2,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0
171,172,Darren McFadden,DAL,RB,1,1,-2,-2.0,0,0,0,0,0,0,0,-0.2,-0.2
172,172,Bronson Hill,ARI,RB,2,1,-2,-2.0,0,0,0,0,0,0,0,-0.1,-0.2
173,174,Devante Mays,GB,RB,8,4,1,0.2,0,3,3,0,0,2,1,-0.2,-1.9
