Year,Player,College,Position,Grade,Height,Arm Length,Weight,Hands,40 Yard Dash,Bench Press,Vertical Jump,Broad Jump,Three Cone Drill,20 Yard Shuttle,60 Yard Shuttle
2017,Marshon Lattimore,Ohio State,CB,6.52,72,31.25,193,8.875,4.36,,38.5,132,,,
2017,Sidney Jones,Washington,CB,6.5,72,31.5,186,9.375,4.47,,33.5,123,7.02,4.28,
2017,Marlon Humphrey,Alabama,CB,6.16,72,32.25,197,8.75,4.41,10,,125,6.75,,
2017,Teez Tabor,Florida,CB,6.15,72,32,199,8.625,4.62,9,31,120,,,
2017,Tre'Davious White,LSU,CB,6,71,32.125,192,9.125,4.47,16,32,119,6.9,4.32,
2017,Gareon Conley,Ohio State,CB,5.91,72,33,195,9.5,4.44,11,37,129,6.68,4.18,
2017,Josh Jones,NC State,S,5.88,73,32,220,9.375,4.41,20,37.5,132,,,
2017,Marcus Williams,Utah,S,5.87,73,32.5,202,9.5,4.56,14,43.5,129,6.85,4.2,11.26
2017,Budda Baker,Washington,S,5.86,70,30.75,195,9,4.45,15,32.5,115,6.76,4.08,
2017,Rasul Douglas,West Virginia,CB,5.86,74,32.375,209,9.25,4.59,16,33.5,120,6.97,4.26,
2017,Adoree' Jackson,USC,CB,5.86,70,31.375,186,9.25,4.42,,36,122,,,
2017,Marcus Maye,Florida,S,5.84,72,32.5,210,9.125,,,,,,,
2017,Justin Evans,Texas A&M,S,5.82,72,32,199,9.75,,14,,,,,
2017,Desmond King,Iowa,S,5.8,70,31.125,201,9.625,,14,34,117,6.67,4.18,11.57
2017,Cordrea Tankersley,Clemson,CB,5.8,73,32.25,199,9.125,4.4,13,29.5,121,7,4.32,
2017,John Johnson,Boston College,S,5.79,72,32,208,9.875,4.61,14,37,119,6.72,4.18,
2017,Quincy Wilson,Florida,CB,5.79,73,32.25,211,9.625,4.54,14,32,118,6.86,4.02,
2017,Jourdan Lewis,Michigan,CB,5.78,70,31.625,188,9.25,4.54,15,34.5,121,,,
2017,Howard Wilson,Houston,CB,5.78,73,31.375,184,9.625,4.57,,33.5,119,6.68,3.94,
2017,Cameron Sutton,Tennessee,CB,5.77,71,30,188,8.25,4.52,11,34,120,6.81,,
2017,Ahkello Witherspoon,Colorado,CB,5.73,75,33,198,9.875,4.45,,40.5,127,6.93,4.13,11.6
2017,Obi Melifonwu,Connecticut,S,5.72,76,32.5,224,9.125,4.4,17,44,141,,,
2017,Chidobe Awuzie,Colorado,CB,5.68,72,30.625,202,8.5,4.43,16,34.5,132,6.81,4.14,
2017,Lorenzo Jerome,St. Francis,S,5.65,70,30.625,204,8.625,4.7,11,,,7.63,4.68,
2017,Josh Harvey-Clemons,Louisville,S,5.64,76,35.375,217,10.375,,12,31.5,121,,,
2017,Kevin King,Washington,CB,5.6,75,32,200,9.5,4.43,11,39.5,,6.56,3.89,11.14
2017,Fabian Moreau,UCLA,CB,5.59,72,31.375,206,9,4.35,,38,136,6.94,4.12,11.45
2017,William Likely,Maryland,DB,5.57,67,29,180,9.5,,15,,,,,
2017,Tedric Thompson,Colorado,FS,5.57,72,31.5,204,9.625,4.6,17,32.5,117,7.11,4.36,11.65
2017,Jadar Johnson,Clemson,S,5.56,72,32,206,9.25,4.6,19,33,119,6.9,4.2,11.5
2017,Damontae Kazee,San Diego State,CB,5.55,70,30.875,184,8.625,4.54,11,34,124,,,
2017,Corn Elder,Miami,CB,5.46,70,31.25,183,8.75,4.55,,,,,,
2017,Marquez White,Florida State,CB,5.44,72,32.125,194,10,4.59,,36,123,,,
2017,Chuck Clark,Virginia Tech,DB,5.4,72,32.25,208,9,4.54,16,34,122,6.85,4.07,
2017,Eddie Jackson,Alabama,S,5.4,72,32.25,201,9.25,,10,,,,,
2017,Rayshawn  Jenkins,Miami,S,5.4,73,32.75,214,9.625,4.51,19,37,128,,,
2017,Nate Hairston,Temple,CB,5.37,72,31,196,9.5,4.52,14,35.5,118,,,
2017,Channing Stribling,Michigan,CB,5.34,73,31.5,188,8.5,4.6,5,31.5,114,6.94,4.56,
2017,Brendan Langley,Lamar,CB,5.32,72,32,201,9.5,4.43,22,35.5,123,7.06,4.21,11.19
2017,Shaquill Griffin,UCF,DB,5.31,72,32.375,194,8.75,4.38,17,38.5,132,6.87,4.14,11.62
2017,Nate Gerry,Nebraska,S,5.21,74,31.25,218,9.25,4.58,17,30.5,122,,,
2017,Damarius Travis,Minnesota,S,5.21,73,31.75,206,9,,13,32.5,115,7.08,4.28,
2017,Jamal Carter,Miami,S,5.2,73,31,218,9.375,4.64,19,35,122,,,
2017,Jeremy Clark,Michigan,CB,5.19,75,32.875,220,9.375,,20,,,,,
2017,Xavier Woods,Louisiana Tech,S,5.19,71,30.375,197,9.375,4.54,19,33.5,122,6.72,4.13,11.56
2017,Delano Hill,Michigan,SS,5.18,73,32.125,216,9.375,4.47,17,33.5,115,6.96,4.27,
2017,Rudy Ford,Auburn,S,5.13,71,30,205,8.875,,20,,,,,
2017,Ashton Lampkin,Oklahoma State,CB,5.12,72,31,189,9.375,4.52,19,34.5,120,,,
2017,Sojourn Shelton,Wisconsin,CB,5.12,69,31,177,8.375,4.51,10,35,120,6.92,4.02,
2017,Treston Decoud,Oregon State,CB,5.1,74,33,206,9.25,4.62,11,31,116,,,
2017,Jalen Myrick,Minnesota,CB,5.1,70,31.625,200,8.75,4.28,13,37.5,124,7.06,4.22,
2017,Michael Tyson,Cincinnati,S,5.05,73,31.75,204,9.25,4.56,17,33,118,,,
2017,Jack Tocho,NC State,CB,5,72,31.625,202,9.375,4.54,21,35,125,,,
2017,Shalom Luani,Washington State,S,4.99,71,32,202,9.75,4.55,12,31,116,6.87,4.21,11.22
2017,Art Maulet,Memphis,DB,4.96,70,31.25,189,9.625,4.62,18,34.5,120,,,
2017,Brian Allen,Utah,DB,4.92,75,34,215,10,4.48,15,34.5,117,6.64,4.34,
2017,Montae Nicholson,Michigan State,S,4.92,74,33.375,212,9.5,4.42,,35,125,,,
2017,Ezra Robinson,Tennessee State,CB,4.88,71,31.5,189,8.75,4.47,13,34,130,,,
2017,Zane Gonzalez,Arizona State,K,5.3,72,29.5,202,9,,,,,,,
2017,Austin Rehkow,Idaho,P,5.2,75,31.875,214,9.875,,,,,,,
2017,Jake Elliott,Memphis,K,5.15,69,29,167,9,4.79,,,,,,
2017,Justin Vogel,Miami,P,4.99,76,32.5,219,9,4.7,,34,,,,
2017,Cameron Johnston,Ohio State,P,4.98,71,31,194,9,4.92,,,,,,
2017,Toby Baker,Arkansas,P,4.92,75,31.625,210,9.25,,,,,,,
2017,Hayden Hunt,Colorado State,P,4.9,72,29.875,212,9.25,,,,,,,
2017,Harrison Butker,Georgia Tech,K,,76,31.75,199,8.75,,,,,,,
2017,Conrad Ukropina,Stanford,K,,72,31.375,190,9.125,,,,,,,
2017,Colin Holba,Louisville,LS,5.05,76,33.625,248,9.625,5.19,,28,115,,,
2017,Bradley Northnagel,California,LS,,74,32.5,243,10,5.3,,25.5,99,,,
