Rank,Name,Team,Position,Played,SoloTackles,AssistedTackles,TacklesForLoss,Sacks,SackYards,QuarterbackHits,PassesDefended,Interceptions,FumblesForced,FumblesRecovered,DefensiveTouchdowns,FantasyPointsPerGame,FantasyPoints
283,Lafayette Pitts,BUF,CB,16,8,1,0,0,0,0,0,0,0,0,0,0.5,8.5
283,Fabian Moreau,WAS,CB,16,4,7,0,0,0,0,1,0,0,0,0,0.5,8.5
286,Tramaine Brock,MIN,CB,11,6,2,0,0,0,0,1,0,0,0,0,0.7,8
286,Keivarae Russell,CIN,CB,8,8,0,0,0,0,0,0,0,0,0,0,1,8
286,Harlan Miller,ARI,SS,5,4,2,0,0,0,0,0,0,0,1,0,1.6,8
289,Josh Robinson,TB,CB,11,4,1,0,0,0,0,0,0,1,0,0,0.7,7.5
289,Shamarko Thomas,BUF,SS,12,7,1,0,0,0,0,0,0,0,0,0,0.6,7.5
289,Treston Decoud,HOU,FS,10,6,1,0,0,0,0,1,0,0,0,0,0.8,7.5
292,Marqui Christian,LAR,FS,12,5,4,0,0,0,0,0,0,0,0,0,0.6,7
292,Gareon Conley,OAK,CB,2,5,2,0,0,0,0,1,0,0,0,0,3.5,7
294,Eric Berry,KC,FS,1,4,3,1,0,0,0,0,0,0,0,0,6.5,6.5
294,Brynden Trawick,TEN,FS,16,5,3,0,0,0,0,0,0,0,0,0,0.4,6.5
294,Clayton Geathers,IND,SS,5,5,3,0,0,0,0,0,0,0,0,0,1.3,6.5
294,Obi Melifonwu,OAK,SS,5,6,1,0,0,0,0,0,0,0,0,0,1.3,6.5
294,Chris Prosinski,CHI,FS,3,5,3,0,0,0,0,0,0,0,0,0,2.2,6.5
299,Keith McGill,OAK,FS,13,5,0,1,0,0,0,0,0,0,0,0,0.5,6
299,Bene' Benwikere,DAL,CB,12,2,0,0,0,0,0,1,0,0,1,0,0.5,6
